alternative.id,container.title,created,deposited,DOI,funder,indexed,ISBN,ISSN,issue,issued,license_date,license_content.version,license_delay.in.days,license_URL,link,member,page,prefix,publisher,reference.count,score,source,subject,title,type,URL,volume,assertion,author
,"Sci News,Science News",2010-04-23,2015-10-22,10.1002/scin.2007.5591720309,
